N_CARD_SKIMMING,SUCCESS_ATTACK,N_INCOME,COORD_X,RECOV_AMOUNT,N_DENSITY,ATM_ID,PROB_ATTACKED,BURGLARY,VANDALISM,UNP_RATE,N_FREQ_ATTACK,N_MANUAL_ATK,RECOVERED,N_FRAUD_ATTACK,N_ATTACK_L2,N_AGE,FREGUESIA,MANUAL_ATK,INCOME,PARISH,TRANS_REVER,N_LOG_ISOLATED,N_PHYS_ATTACK,CARD_SKIMMING,N_CASH_TRAPPING,INDIRECT_LOSS,ATTACK_DURATION,COORD_Y,CARD_TRAPPING,N_CARD_TRAPPING,ACCOUNT_DATE,PERSONA1,FREQ_ATTACK,LOG_ISOLATED,CASH_TRAPPING,LOGIC_ATK,PERSONA2,DETEC_DATE,WITHIN500,N_TRANS_REVER,EXPLO_GAS,RECOV_DATE,Police_Dis,N_LOG_NETWORK,N_VANDALISM,ADDRESS,NET_LOSS,NUMBER,RAM_RAIDS,COM_DENS,EVENT_DATE,PHYS_ATTACK,N_ATTACK_L0,N_IMPLEM_TYPE,AGE,GROSS_LOSS,N_COM_DENS,N_UNP_RATE,DENSITY,N_BURGLARY,WITHIN1000,MWay_Dist,N_ATTACK_L1,LOG_NETWORK,N_EXPLO_GAS,YEAR_ACOUNT,N_LOGIC_ATK,BANK,FRAUD_ATTACK,N_RAM_RAIDS
0,,4,-9.20329,,4,CGD05,8.04421848173e-58,0,0,10,0,0,,0,,2,Benfica,0,44,21,0,0,0,0,0,,,38.7496,0,0,,,0,0,0,0,,,500,0,0,,563.73,0,0,"Avenida Grao Vasco 56-58, Lisbon",,1,0,37,,0,,,40,,4,3,33.62,0,1000,1005.35,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,6,-9.09583,,1,BPI86,0.0,0,0,5,0,0,,0,,4,Parque das Na,0,64,1,0,0,0,0,0,,,38.76925,0,0,,,0,0,0,0,,,500,0,0,,608.97,0,0,"Alameda Oceanos, Lisbon",,1,0,37,,0,,,54,,4,2,0.00,0,1000,2069.44,,0,0,,0,BANCO BPI S.A.,0,0
0,,4,-9.13489,,4,CGD55,0.0,0,0,11,0,0,,0,,4,Arroios,0,42,22,0,0,0,0,0,,,38.72913,0,0,,,0,0,0,0,,,500,0,0,,319.94,0,0,"Avenida Almirante Reis 101, Lisbon",,2,0,28,,0,,,51,,4,3,27.22,0,1000,3102.62,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,3,-9.14101,,1,CGD85,0.0,0,0,17,0,0,,0,,4,Santa Maria Maior,0,34,17,0,0,0,0,0,,,38.70965,0,0,,,0,0,0,0,,,500,0,0,,2.61,0,0,"Rua Capelo 13, Lisbon",,2,0,65,,0,,,55,,5,4,1.30,0,1000,3139.81,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,4,-9.13513,,3,BPI47,0.0,0,0,13,0,0,,0,,4,Santa Maria Maior,0,46,17,0,0,0,0,0,,,38.71328,0,0,,,0,0,0,0,,,500,0,0,,313.33,0,0,"Beco Achada S/N, Lisbon",,2,0,18,,0,,,55,,2,3,25.71,0,1000,3462.14,,0,0,,0,BANCO BPI S.A.,0,0
0,,5,-9.13537,,1,ST95,3.70235429955e-43,0,0,5,0,0,,0,,2,Olivais,0,50,7,0,0,0,0,0,,,38.77559,0,0,,,0,0,0,0,,,0,0,0,,710.12,0,0,"Aeroporto Da Portela, Lisbon",,0,0,9,,0,,,35,,2,2,0.16,0,1000,1173.74,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,1,-9.14495,,1,MG67,0.0,0,0,23,0,0,,0,,5,MisericBrdia,0,22,20,0,0,0,0,0,,,38.70668,0,0,,,0,0,0,0,,,0,0,0,,305.35,0,0,"Avenida 24 De Julho 2 a, Lisbon",,3,0,28,,0,,,61,,4,5,0.97,0,1000,2868.92,,0,0,,0,MONTEPIO GERAL,0,0
0,,5,-9.14705,,1,BPI36,0.0,0,0,8,0,0,,0,,4,Santo Antanio,0,56,18,0,0,0,0,0,,,38.72006,0,0,,,0,0,0,0,,,0,0,0,,536.02,0,0,"Largo Jean Monnet 1, Lisbon",,1,0,28,,0,,,54,,4,2,1.39,0,1000,2285.66,,0,0,,0,BANCO BPI S.A.,0,0
0,,5,-9.1334,,3,ST82,0.0,0,0,5,0,0,,0,,3,Areeiro,0,50,8,0,0,0,0,0,,,38.73764,0,0,,,0,0,0,0,,,0,0,0,,664.48,0,0,"Alameda Dom Afonso Henriques 66, Lisbon",,0,0,18,,0,,,42,,2,2,17.33,0,1000,2840.22,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,5,-9.14732,,1,CGD71,0.0,0,0,8,0,0,,0,,4,Avenidas Novas,0,50,22,0,0,0,0,0,,,38.73012,0,0,,,0,0,0,0,,,0,0,0,,174.32,0,0,"Avenida Fontes Pereira De Melo 25, Lisbon",,1,0,56,,0,,,55,,5,2,4.52,0,1000,2186.61,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,4,-9.14675,,2,CGD45,0.0,0,0,14,0,0,,0,,4,Avenidas Novas,0,46,15,0,0,0,0,0,,,38.74001,0,0,,,0,0,0,0,,,0,0,0,,444.22,0,0,"Avenida Da Republica 65, Lisbon",,2,0,18,,0,,,55,,2,4,6.54,0,1000,1651.12,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,6,-9.15214,,2,NCI05,0.0,0,0,5,0,0,,0,,4,Santo Antdnio,0,58,18,0,0,0,0,0,,,38.72219,0,0,,,0,0,0,0,,,500,0,0,,241.33,0,0,"Rua Braamcamp 68/70, Lisbon",,1,0,18,,0,,,49,,2,2,11.68,0,1000,1826.66,,0,0,,0,BANCO NACIONAL DE CREDITO IMOBILIARIO,0,0
0,,2,-9.11365,,1,BPI53,9.18721259543e-18,0,0,20,0,0,,0,,2,Olivais,0,30,0,0,0,0,0,0,,,38.76857,0,0,,,0,0,0,0,,,0,0,0,,591.77,0,0,"Avenida Berlim S N, Lisbon",,3,0,9,,0,,,33,,2,5,0.00,0,1000,924.71,,0,0,,0,BANCO BPI S.A.,0,0
0,,6,-9.13414,,4,IF07,0.0,0,0,8,0,0,,0,,4,Arroios,0,58,22,0,0,0,0,0,,,38.7317,0,0,,,0,0,0,0,,,500,0,0,,193.34,0,0,"Avenida Almirante Reis 114, Lisbon",,1,0,47,,0,,,50,,5,2,28.91,0,1000,3017.11,,0,0,,0,BANCO INTERNACIONAL DO FUNCHAL,0,0
0,,4,-9.15351,,1,ST51,0.0,0,0,14,0,0,,0,,3,Campolide,0,44,15,0,0,0,0,0,,,38.73308,0,0,,,0,0,0,0,,,500,0,0,,376.79,0,0,"Avenida Antonio Augusto De Aguiar 31, Lisbon",,2,0,9,,0,,,47,,2,4,1.17,0,1000,1581.81,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,6,-9.15392,,1,NB63,0.340507407572,0,0,6,0,0,,0,,2,Alvalade,0,58,7,0,0,0,0,0,,,38.75116,0,0,,,0,0,0,0,,,0,0,0,,648.99,0,0,"Campo Grande, Lisbon",,1,0,9,,0,,,39,,2,2,0.08,0,1000,958.61,,0,0,,0,NOVO BANCO,0,0
0,,5,-9.1429,,3,BPI27,0.0,0,0,3,0,0,,0,,3,Avenidas Novas,0,56,8,0,0,0,0,0,,,38.74022,0,0,,,0,0,0,0,,,500,0,0,,314.38,0,0,"Rua Arco Do Cego 69a, Lisbon",,0,0,18,,0,,,43,,2,1,16.71,0,1000,1969.69,,0,0,,0,BANCO BPI S.A.,0,0
0,,2,-9.15476,,2,MG71,1.0,0,0,20,0,0,,0,,1,Lumiar,0,24,9,0,0,0,0,0,,,38.79159,0,0,,,0,0,0,0,,,0,0,0,,1527.58,0,0,"Rua 1 De Maio 101, Lisbon",,2,0,9,,0,,,26,,2,5,12.11,0,0,1278.42,,0,0,,0,MONTEPIO GERAL,0,0
0,0,4,-9.15716,200,2,BPI13,1.0,0,0,9,1,0,1,0,020201,2,Lumiar,0,42,5,0,1,0,0,0,0,0.8,38.76347,0,0,01-Sep-2014 00:00,4,1,1,0,1,,01-Aug-2014 22:01,0,0,0,15-Dec-2014 00:00,675.14,0,0,"Rua Francisco Stromp Lote 1, Lisbon",0,1,0,9,01-Aug-2014 22:00,0,2,1,33,200,2,2,9.56,0,1000,589.26,0202,0,0,2014,1,BANCO BPI S.A.,0,0
0,,6,-9.15005,,1,NB87,0.0,0,0,2,0,0,,0,,4,Santo AntMnio,0,58,18,0,0,0,0,0,,,38.72261,0,0,,,0,0,0,0,,,500,0,0,,216.31,0,0,"Rua Alexandre Herculano 38, Lisbon",,0,0,18,,0,,,55,,2,1,0.75,0,1000,2008.02,,0,0,,0,NOVO BANCO,0,0
0,0,5,-9.17287,15000,1,SI17,1.0,0,0,9,1,1,1,0,010203,2,Carnide,1,52,11,0,0,1,0,0,0,0.2,38.75028,0,0,31-May-2013 00:00,4,1,0,0,0,,09-May-2013 07:00,0,0,1,01-Nov-2013 00:00,1379.22,0,0,"Estrada Luz 90, Lisbon",0,1,0,18,09-May-2013 06:00,1,1,4,34,15000,2,2,1.56,0,0,808.49,0102,0,1,2014,0,SOCIEDADE INTERBANCARIA,0,0
0,1,5,-9.16161,0,1,NB03,1.0,0,0,6,1,1,0,1,010102,3,Avenidas Novas,1,50,7,0,0,0,0,0,0,0.3,38.75009,1,1,31-Dec-2012 00:00,4,1,0,0,0,,07-Dec-2012 11:00,500,0,0,,1292.06,0,0,"Avenida Professor Egas Moniz, Lisbon",1000,1,0,9,07-Dec-2012 10:45,0,1,1,45,1000,2,2,0.00,0,1000,724.47,0101,0,0,2015,0,NOVO BANCO,1,0
0,,5,-9.2041,,1,BPI32,1.0,0,0,8,0,0,,0,,2,Benfica,0,50,21,0,0,0,0,0,,,38.73487,0,0,,,0,0,0,0,,,500,0,0,,252.06,0,0,"Rua Das Magnolias S/N, Lisbon",,1,0,9,,0,,,35,,2,2,0.00,0,1000,305.84,,0,0,,0,BANCO BPI S.A.,0,0
0,,6,-9.14841,,1,CGD33,0.0,0,0,6,0,0,,0,,3,Santo AntMnio,0,60,18,0,0,0,0,0,,,38.72109,0,0,,,0,0,0,0,,,500,0,0,,399.98,0,0,"Rua Barata Salgueiro 33, Lisbon",,0,0,18,,0,,,45,,2,2,1.39,0,1000,2156.71,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,5,-9.14796,,2,MG57,0.0,0,0,10,0,0,,0,,4,Avenidas Novas,0,48,22,0,0,0,0,0,,,38.73135,0,0,,,0,0,0,0,,,0,0,0,,269.98,0,0,"Rua Tomas Ribeiro 6 C, Lisbon",,1,0,47,,0,,,52,,5,3,10.76,0,1000,2051.14,,0,0,,0,MONTEPIO GERAL,0,0
0,,5,-9.15229,,3,CP39,7.01626191695e-118,0,0,8,0,0,,0,,2,Lumiar,0,52,5,0,0,0,0,0,,,38.76685,0,0,,,0,0,0,0,,,500,0,0,,222.56,0,0,"Avenida Maria Helena Vieira Da Silva Lote 121, Lisbon",,1,0,18,,0,,,32,,2,2,22.90,0,1000,683.16,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,5,-9.09822,,1,ST33,3.57075906205e-283,0,0,8,0,0,,0,,2,Parque das Na,0,50,13,0,0,0,0,0,,,38.76605,0,0,,,0,0,0,0,,,500,0,0,,981.19,0,0,"Avenida Dom Joao Ii LT.1.04.01, Lisbon",,1,0,47,,0,,,36,,5,2,0.13,0,1000,2293.13,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,4,-9.18457,,1,CGD61,3.09348667237e-13,0,0,13,0,0,,0,,1,Alcgntara,0,44,10,0,0,0,0,0,,,38.69984,0,0,,,0,0,0,0,,,0,0,0,,771.67,0,0,"Rua Da Junqueira 86, Lisbon",,1,0,9,,0,,,27,,2,3,0.26,0,1000,1174.75,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,1,4,-9.18009,0,2,CGD77,1.0,0,0,10,1,1,0,1,010104,1,Carnide,1,46,11,1,0,0,0,0,0,0.1,38.74716,0,0,31-Jul-2015 00:00,4,1,0,0,0,,19-Jul-2015 15:00,0,1,0,,1093.59,0,0,"Rua a Do Loteamento Alto Dos Moinhos Lote 4, Lisbon",220,1,0,9,19-Jul-2015 12:46,0,1,3,29,220,2,3,15.37,0,0,855.04,0101,0,0,2014,0,CAIXA GERAL DE DEPOSITOS,1,0
0,,5,-9.16171,,3,CGD62,1.38116692996e-92,0,0,8,0,0,,0,,1,Lumiar,0,52,5,0,0,0,0,0,,,38.7731,0,0,,,0,0,0,0,,,0,0,0,,916.37,0,0,"Alameda Das Linhas De Torres 259, Lisbon",,1,0,18,,0,,,27,,2,2,19.64,0,1000,1626.88,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,1,4,-9.18873,0,3,NB46,1.0,0,0,13,1,1,0,1,010103,1,Carnide,1,44,11,0,0,0,0,1,0,0.75,38.74751,0,0,31-Dec-2012 00:00,4,1,0,1,0,,07-Dec-2012 17:00,0,0,0,,853.58,0,0,"Rua Professor Reinaldo Dos Santos Lote 1, Lisbon",150,1,0,18,03-Dec-2012 20:30,0,1,4,30,150,2,3,17.01,0,1000,550.33,0101,0,0,2014,0,NOVO BANCO,1,0
0,,5,-9.13934,,1,MG68,0.0,0,0,9,0,0,,0,,3,Arroios,0,56,22,0,0,0,0,0,,,38.72225,0,0,,,0,0,0,0,,,0,0,0,,365.22,0,0,"Estrada Militar Lote, Lisbon",,1,0,9,,0,,,47,,2,2,1.51,0,1000,2939.66,,0,0,,0,MONTEPIO GERAL,0,0
0,1,5,-9.16161,0,1,ST22,1.0,0,1,6,1,1,0,1,010102,3,Avenidas Novas,2,50,7,0,0,1,0,0,0,0.25,38.75009,1,1,30-Apr-2013 00:00,4,2,0,0,0,,17-Apr-2013 10:30,500,0,0,,1292.06,0,1,"Avenida Professor Egas Moniz, Lisbon",850,1,0,9,16-Apr-2013 19:45,1,1,3,45,850,2,2,0.00,0,1000,724.47,0101,0,0,2014,0,BANCO SANTANDER TOTTA,1,0
0,,3,-9.13563,,2,MG46,0.0,0,0,15,0,0,,0,,4,Santa Maria Maior,0,36,17,0,0,0,0,0,,,38.71258,0,0,,,0,0,0,0,,,500,0,0,,391.30,0,0,"Largo Sao Cristovao 1, Lisbon",,1,0,37,,0,,,55,,4,4,9.93,0,1000,3444.82,,0,0,,0,MONTEPIO GERAL,0,0
0,,3,-9.1543,,2,NB21,4.04800524518e-254,0,0,12,0,0,,0,,4,Avenidas Novas,0,36,15,0,0,0,0,0,,,38.73859,0,0,,,0,0,0,0,,,500,0,0,,239.21,0,0,"Avenida De Berna 45, Lisbon",,1,0,9,,0,,,52,,2,3,13.51,0,1000,1114.95,,0,0,,0,NOVO BANCO,0,0
0,,4,-9.14496,,2,CCCAM02,0.0,0,0,12,0,0,,0,,3,Avenidas Novas,0,40,15,0,0,0,0,0,,,38.73717,0,0,,,0,0,0,0,,,500,0,0,,181.56,0,0,"Avenida Miguel Bombarda 7 a, Lisbon",,1,0,18,,0,,,48,,2,3,12.77,0,1000,1905.81,,0,0,,0,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO,0,0
0,,5,-9.13711,,1,NB84,0.0,0,0,12,0,0,,0,,5,Santa Maria Maior,0,50,17,0,0,0,0,0,,,38.7087,0,0,,,0,0,0,0,,,500,0,0,,66.26,0,0,"Rua Do Comercio 95-119, Lisbon",,1,0,47,,0,,,60,,5,3,0.00,0,1000,3490.36,,0,0,,0,NOVO BANCO,0,0
1,1,6,-9.16848,0,4,MG73,1.0,0,0,2,1,1,0,1,010101,2,Lumiar,1,60,7,0,0,0,1,0,0,10,38.75372,0,0,30-Jul-2010 12:00,4,1,0,0,0,,30-Jun-2010 13:00,0,0,0,,1040.16,0,0,"Rua Antonio Albino Machado 28-2, Lisbon",7690,0,0,9,01-Jun-2010 10:15,0,1,1,38,7690,2,1,28.17,0,1000,534.43,0101,0,0,2014,0,MONTEPIO GERAL,1,0
0,,6,-9.14756,,2,ST75,1.27571627598e-272,0,0,3,0,0,,0,,2,Alvalade,0,64,7,0,0,0,0,0,,,38.74538,0,0,,,0,0,0,0,,,500,0,0,,478.51,0,0,"Estacao De Entrecampos, Lisbon",,0,0,9,,0,,,38,,2,1,15.21,0,1000,1522.43,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,5,-9.09822,,1,BP05,3.57075906205e-283,0,0,8,0,0,,0,,2,Parque das Na,0,50,13,0,0,0,0,0,,,38.76605,0,0,,,0,0,0,0,,,500,0,0,,981.19,0,0,"Avenida Dom Joao Ii 1.04.01, Lisbon",,1,0,47,,0,,,36,,5,2,0.13,0,1000,2293.13,,0,0,,0,BANCO BIC PORTUGUES,0,0
0,,5,-9.17096,,3,BPI37,0.999999999849,0,0,9,0,0,,0,,1,Lumiar,0,48,5,0,0,0,0,0,,,38.76922,0,0,,,0,0,0,0,,,0,0,0,,902.06,0,0,"Rua Fernando Lopes Graca 19, Lisbon",,1,0,9,,0,,,28,,2,2,16.55,0,1000,1300.86,,0,0,,0,BANCO BPI S.A.,0,0
0,,5,-9.14936,,3,CP12,1.54273454381e-259,0,0,12,0,0,,0,,4,Avenidas Novas,0,50,15,0,0,0,0,0,,,38.7352,0,0,,,0,0,0,0,,,0,0,0,,612.76,0,0,"Avenida Duque De Avila 62, Lisbon",,2,0,18,,0,,,51,,2,3,19.20,0,1000,1682.61,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,4,-9.15843,,2,BPI07,0.0,0,0,16,0,0,,0,,3,Estrela,0,40,16,0,0,0,0,0,,,38.71125,0,0,,,0,0,0,0,,,500,0,0,,179.20,0,0,"Rua Borges Carneiro 19 a, Lisbon",,2,0,18,,0,,,45,,2,4,12.17,0,1000,1703.23,,0,0,,0,BANCO BPI S.A.,0,0
0,,6,-9.09259,,1,ST34,0.0,0,0,5,0,0,,0,,4,Parque das Na,0,64,1,0,0,0,0,0,,,38.77172,0,0,,,0,0,0,0,,,500,0,0,,452.69,0,0,"Rua Bojador, Lisbon",,1,0,37,,0,,,54,,4,2,0.14,0,1000,1984.11,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,3,-9.13801,,2,MG21,0.0,0,0,16,0,0,,0,,5,Santa Maria Maior,0,36,17,0,0,0,0,0,,,38.71177,0,0,,,0,0,0,0,,,500,0,0,,353.58,0,0,"Rua Augusta 206-214, Lisbon",,2,0,84,,0,,,62,,5,4,9.65,0,1000,3281.18,,0,0,,0,MONTEPIO GERAL,0,0
0,,3,-9.14875,,1,NB04,0.0,0,0,13,0,0,,0,,3,Alvalade,0,34,15,0,0,0,0,0,,,38.74798,0,0,,,0,0,0,0,,,500,0,0,,255.53,0,0,"Campo Grande 1 B, Lisbon",,2,0,9,,0,,,45,,2,3,1.07,0,1000,1475.90,,0,0,,0,NOVO BANCO,0,0
0,,5,-9.14569,,1,NB07,0.0,0,0,8,0,0,,0,,3,Avenidas Novas,0,54,22,0,0,0,0,0,,,38.7338,0,0,,,0,0,0,0,,,500,0,0,,466.86,0,0,"Praca Duque De Saldanha 32, Lisbon",,1,0,28,,0,,,48,,4,2,5.68,0,1000,2033.00,,0,0,,0,NOVO BANCO,0,0
0,,6,-9.15282,,2,CGD06,0.0,0,0,3,0,0,,0,,4,Campo de Ourique,0,70,18,0,0,0,0,0,,,38.72075,0,0,,,0,0,0,0,,,500,0,0,,260.85,0,0,"Rua Alexandre Herculano 53/55, Lisbon",,1,0,18,,0,,,52,,2,1,6.41,0,1000,1778.31,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,6,-9.09704,,2,ST84,6.03616506608e-188,0,0,4,0,0,,0,,3,Marvila,0,58,13,0,0,0,0,0,,,38.75579,0,0,,,0,0,0,0,,,0,0,0,,1532.45,0,0,"Alameda Oceanos 3.01.02, Lisbon",,1,0,9,,0,,,42,,2,1,15.83,0,0,2817.88,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,4,-9.15367,,2,CP26,4.56194053829e-223,0,0,13,0,0,,0,,4,Avenidas Novas,0,42,15,0,0,0,0,0,,,38.7396,0,0,,,0,0,0,0,,,500,0,0,,295.90,0,0,"Rua Beneficencia 8, Lisbon",,1,0,18,,0,,,52,,2,3,8.14,0,1000,1105.76,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,3,-9.19312,,1,SI15,1.04236624623e-20,0,0,11,0,0,,0,,1,Carnide,0,36,11,0,0,0,0,0,,,38.75574,0,0,,,0,0,0,0,,,500,0,0,,383.77,0,0,"Avenida Lusiada LJ 90/91, Lisbon",,1,0,20,,0,,,25,,3,3,0.08,0,1000,626.66,,0,0,,0,SOCIEDADE INTERBANCARIA,0,0
1,1,6,-9.18017,0,1,BPI39,1.0,0,0,7,1,1,0,1,010101,1,Carnide,1,60,11,0,0,0,1,0,0,4,38.75002,0,0,30-Jul-2013 12:00,2,1,0,0,0,,09-Sep-2013 19:30,0,0,0,,851.82,0,0,"Avenida Lusiada Loja 705, Lisbon",580,1,0,18,09-Sep-2013 10:00,0,1,1,30,580,2,2,4.04,0,0,676.24,0101,0,0,2013,0,BANCO BPI S.A.,1,0
0,,4,-9.15728,,2,BB13,1.0,0,0,12,0,0,,0,,1,Lumiar,0,42,5,0,0,0,0,0,,,38.76463,0,0,,,0,0,0,0,,,0,0,0,,694.28,0,0,"Alameda Das Linhas De Torres 111a, Lisbon",,1,0,9,,0,,,28,,2,3,6.57,0,1000,707.47,,0,0,,0,BARCLAYS BANK,0,0
1,1,5,-9.16948,0,2,BP15,1.0,0,0,6,1,1,0,1,010101,3,Lumiar,1,52,7,0,0,0,1,0,0,10,38.75579,0,0,30-Sep-2011 12:00,2,1,0,0,0,,16-Sep-2011 10:00,0,0,0,,861.07,0,0,"Rua Tomas Da Fonseca, Lisbon",5140,1,0,9,05-Sep-2011 06:30,0,1,3,42,5140,2,2,8.06,0,1000,307.26,0101,0,0,2011,0,BANCO BIC PORTUGUES,1,0
0,,4,-9.16149,,2,CP16,1.47716016418e-253,0,0,13,0,0,,0,,3,Estrela,0,40,16,0,0,0,0,0,,,38.71044,0,0,,,0,0,0,0,,,500,0,0,,452.70,0,0,"Rua Sant'ana A Lapa 56, Lisbon",,1,0,9,,0,,,45,,2,3,15.16,0,1000,1427.60,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,4,-9.14728,,1,SI14,0.0,0,0,12,0,0,,0,,3,Avenidas Novas,0,40,15,0,0,0,0,0,,,38.73591,0,0,,,0,0,0,0,,,0,0,0,,415.46,0,0,"Avenida 5 De Outubro 48, Lisbon",,1,0,18,,0,,,47,,2,3,4.72,0,1000,1790.42,,0,0,,0,SOCIEDADE INTERBANCARIA,0,0
0,,6,-9.16444,,2,SI26,1.0,0,0,2,0,0,,0,,3,Campo de Ourique,0,64,18,0,0,0,0,0,,,38.72362,0,0,,,0,0,0,0,,,0,0,0,,831.46,0,0,"Avenida Engenheiro Duarte Pacheco, Lisbon",,0,0,65,,0,,,45,,5,1,7.96,0,1000,765.84,,0,0,,0,SOCIEDADE INTERBANCARIA,0,0
0,,3,-9.1373,,2,CP46,0.0,0,0,14,0,0,,0,,5,Santa Maria Maior,0,32,17,0,0,0,0,0,,,38.70993,0,0,,,0,0,0,0,,,500,0,0,,162.53,0,0,"Rua Augusta 84, Lisbon",,1,0,75,,0,,,65,,5,4,6.63,0,1000,3417.31,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,2,-9.15243,,1,ST43,0.0,0,0,19,0,0,,0,,5,MisericBrdia,0,24,20,0,0,0,0,0,,,38.70722,0,0,,,0,0,0,0,,,0,0,0,,444.09,0,0,"Avenida Dom Carlos I 4, Lisbon",,2,0,28,,0,,,62,,4,5,0.00,0,1000,2215.48,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,2,-9.11285,,3,NB14,0.0,0,0,22,0,0,,0,,3,Marvila,0,26,1,0,0,0,0,0,,,38.75481,0,0,,,0,0,0,0,,,500,0,0,,205.32,0,0,"Rua Actriz Palmira Bastos 14B, Lisbon",,3,0,9,,0,,,47,,2,5,25.83,0,1000,1722.44,,0,0,,0,NOVO BANCO,0,0
0,,4,-9.13966,,1,SI27,0.0,0,0,13,0,0,,0,,5,Santa Maria Maior,0,46,17,0,0,0,0,0,,,38.71207,0,0,,,0,0,0,0,,,500,0,0,,294.58,0,0,"Rua Carmo, Lisbon",,1,0,84,,0,,,61,,5,3,2.83,0,1000,3135.47,,0,0,,0,SOCIEDADE INTERBANCARIA,0,0
0,,5,-9.13934,,1,BPI31,0.0,0,0,9,0,0,,0,,3,Arroios,0,56,22,0,0,0,0,0,,,38.72225,0,0,,,0,0,0,0,,,0,0,0,,365.22,0,0,"Praca Oriente Loja G 208, Lisbon",,1,0,9,,0,,,47,,2,2,1.51,0,1000,2939.66,,0,0,,0,BANCO BPI S.A.,0,0
0,,3,-9.17299,,2,NB39,7.78300178257e-64,0,0,17,0,0,,0,,1,Campolide,0,32,23,0,0,0,0,0,,,38.73137,0,0,,,0,0,0,0,,,500,0,0,,315.48,0,0,"Rua Sao Vicente De Paulo, Lisbon",,2,0,9,,0,,,27,,2,4,8.20,0,1000,657.12,,0,0,,0,NOVO BANCO,0,0
0,,5,-9.13934,,1,CGD44,0.0,0,0,9,0,0,,0,,3,Arroios,0,56,22,0,0,0,0,0,,,38.72225,0,0,,,0,0,0,0,,,0,0,0,,365.22,0,0,"Campus Campolide S/N, Lisbon",,1,0,9,,0,,,47,,2,2,1.51,0,1000,2939.66,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,5,-9.09822,,1,CCCAM05,3.57075906205e-283,0,0,8,0,0,,0,,2,Parque das Na,0,50,13,0,0,0,0,0,,,38.76605,0,0,,,0,0,0,0,,,500,0,0,,981.19,0,0,"Avenida Dom Joao Ii 1.04.01, Lisbon",,1,0,47,,0,,,36,,5,2,0.13,0,1000,2293.13,,0,0,,0,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO,0,0
1,1,3,-9.15995,0,1,CGD03,1.0,0,0,17,1,1,0,1,010101,4,Avenidas Novas,1,36,15,0,0,0,1,0,0,10,38.7459,0,0,30-Oct-2011 12:00,2,1,0,0,0,,28-Jul-2011 16:00,500,0,0,,805.09,0,0,"Avenida Das Forcas Armadas, Lisbon",6100,2,0,9,25-Jul-2011 16:30,0,1,4,52,6100,2,4,0.00,0,1000,480.91,0101,0,0,2014,0,CAIXA GERAL DE DEPOSITOS,1,0
0,,2,-9.11602,,3,ST11,1.40085417426e-223,0,0,20,0,0,,0,,1,Olivais,0,30,0,0,0,0,0,0,,,38.76205,0,0,,,0,0,0,0,,,500,0,0,,292.33,0,0,"Rua Cidade De Bolama LT 99, Lisbon",,2,0,28,,0,,,28,,4,5,17.91,0,1000,1103.20,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,5,-9.14564,,1,NCI18,0.0,0,0,8,0,0,,0,,3,Avenidas Novas,0,54,22,0,0,0,0,0,,,38.734,0,0,,,0,0,0,0,,,500,0,0,,445.71,0,0,"Praca Duque De Saldanha 31 B, Lisbon",,1,0,28,,0,,,48,,4,2,5.68,0,1000,2024.18,,0,0,,0,BANCO NACIONAL DE CREDITO IMOBILIARIO,0,0
0,,6,-9.16552,,3,BP09,6.334205794e-177,0,0,7,0,0,,0,,1,Campo de Ourique,0,58,3,0,0,0,0,0,,,38.71671,0,0,,,0,0,0,0,,,500,0,0,,267.34,0,0,"Rua Tomas Da Anunciacao 48, Lisbon",,0,0,37,,0,,,25,,4,2,23.88,0,1000,926.58,,0,0,,0,BANCO BIC PORTUGUES,0,0
